sep=;
timestamp;gyro-alpha;gyro-beta;gyro-gamma;accel-x;accel-y;accel-z
1445421739609;349.50286865234375;-92.19774627685547;-10.035737037658691;-2.5821075439453125;-4.8258514404296875;4.0736846923828125
1445421739642;358.92254638671875;-92.36448669433594;-10.69685173034668;-6.583221435546875;-9.90570068359375;-1.4180450439453125
1445421739675;3.124664306640625;-91.84838104248047;-10.116717338562012;-5.4064178466796875;-13.2791748046875;-4.026611328125
1445421739708;7.821258544921875;-90.29591369628906;-8.649003028869629;-4.6022796630859375;-19.53582763671875;-7.929656982421875
1445421739740;8.00848388671875;-89.66474914550781;-8.260968208312988;0.418731689453125;-17.476425170898438;-4.3208160400390625
1445421739774;8.028717041015625;-91.98500061035156;-8.770147323608398;5.4201202392578125;-15.770065307617188;-4.9288177490234375
1445421739808;6.69287109375;-95.12380981445312;-10.885433197021484;2.164306640625;-11.494369506835938;-0.064727783203125
1445421739841;5.41265869140625;-96.1307601928711;-11.914331436157227;0.2618255615234375;-8.415084838867188;1.876983642578125
1445421739872;3.3548583984375;-97.60563659667969;-13.015646934509277;2.242767333984375;-7.669769287109375;1.7985382080078125
1445421739906;4.3634033203125;-99.41134643554688;-13.38236141204834;5.96929931640625;-6.865631103515625;1.465118408203125
1445421739939;5.38763427734375;-100.26423645019531;-13.912819862365723;5.8712310791015625;-5.1200408935546875;3.0537872314453125
1445421739972;9.54815673828125;-101.68148040771484;-15.091886520385742;6.1850433349609375;-4.78662109375;2.8576507568359375
1445421740005;14.5733642578125;-103.1025390625;-16.75509262084961;6.4792327880859375;-6.5714263916015625;1.759307861328125
1445421740038;17.71844482421875;-103.82642364501953;-17.406410217285156;5.204376220703125;-7.9639739990234375;1.50433349609375
1445421740070;25.971038818359375;-105.39030456542969;-17.81992530822754;4.576751708984375;-10.062606811523438;-0.2804718017578125
1445421740104;33.640045166015625;-106.23866271972656;-18.22265625;2.10546875;-14.338302612304688;-2.7125244140625
1445421740138;37.4241943359375;-106.7769546508789;-17.996089935302734;0.8894500732421875;-13.259567260742188;-4.340423583984375
1445421740170;44.445648193359375;-107.34442138671875;-16.870407104492188;1.732818603515625;-11.533599853515625;-6.733245849609375
1445421740204;48.425994873046875;-106.2024917602539;-16.101337432861328;1.222869873046875;-9.846847534179688;-7.4981689453125
1445421740237;49.142364501953125;-105.44090270996094;-15.978489875793457;1.5759124755859375;-9.140777587890625;-4.9288177490234375
1445421740271;48.916961669921875;-104.31682586669922;-16.356019973754883;2.242767333984375;-7.92474365234375;-3.3205413818359375
1445421740303;48.065032958984375;-103.92290496826172;-16.89730453491211;1.556304931640625;-6.630279541015625;-2.516387939453125
1445421740335;46.221435546875;-103.37598419189453;-17.809988021850586;1.53668212890625;-5.7476806640625;-2.7713623046875
1445421740368;44.209808349609375;-103.15555572509766;-17.754499435424805;1.850494384765625;-6.1595458984375;-3.9285430908203125
1445421740404;42.7027587890625;-103.20520782470703;-17.62468719482422;1.9485626220703125;-9.101547241210938;-2.9282684326171875
1445421740434;41.0765380859375;-103.90048217773438;-17.029870986938477;4.1060333251953125;-9.434967041015625;1.308197021484375
1445421740467;43.657562255859375;-105.77413177490234;-16.148542404174805;9.774276733398438;-10.19989013671875;0.2294769287109375
1445421740500;45.609832763671875;-107.16073608398438;-16.161157608032227;11.225662231445312;-10.670608520507812;-4.3011932373046875
1445421740534;49.09759521484375;-109.5487289428711;-17.493309020996094;6.9303436279296875;-11.631668090820312;-1.6533966064453125
1445421740567;2.398651123046875;-111.9420394897461;-16.566038131713867;2.046630859375;-10.19989013671875;-1.692626953125
1445421740601;6.83990478515625;-112.21063232421875;-15.441953659057617;0.5167999267578125;-10.25872802734375;-3.085174560546875
1445421740632;14.0938720703125;-111.33334350585938;-13.092032432556152;-1.5622100830078125;-9.199615478515625;-5.2818603515625
1445421740665;16.396728515625;-110.60302734375;-11.865118980407715;-3.1312713623046875;-6.6498870849609375;-6.478271484375
1445421740698;17.471221923828125;-109.46965789794922;-9.840142250061035;-3.562774658203125;-5.845733642578125;-6.556732177734375
1445421740732;15.068634033203125;-109.34689331054688;-9.151790618896484;-3.033203125;-5.9438018798828125;-6.5763397216796875
1445421740767;12.6900634765625;-109.59684753417969;-9.343938827514648;-1.169952392578125;-6.7087249755859375;-5.419158935546875
1445421740797;6.6583251953125;-110.39913940429688;-10.33113956451416;-0.5030975341796875;-7.4736480712890625;-4.5561676025390625
1445421740831;0.069183349609375;-111.71186065673828;-11.417357444763184;1.36016845703125;-9.434967041015625;-2.8890380859375
1445421740863;357.5635681152344;-112.52665710449219;-11.51365852355957;3.2430419921875;-9.552658081054688;-3.4970550537109375
1445421740896;354.1010437011719;-113.99351501464844;-11.727530479431152;6.1065826416015625;-10.454864501953125;-4.0462188720703125
1445421740929;352.4511413574219;-114.34278869628906;-12.172983169555664;5.2239837646484375;-10.356796264648438;-6.615570068359375
1445421740963;348.6356506347656;-114.3660659790039;-12.965080261230469;4.0275726318359375;-10.08221435546875;-5.0072784423828125
