sep=;
timestamp;gyro-alpha;gyro-beta;gyro-gamma;accel-x;accel-y;accel-z
1445424226964;25.417572021484375;-113.30668640136719;-1.1188534498214722;0.7325439453125;-14.102935791015625;-4.3208160400390625
1445424226991;25.577423095703125;-111.01205444335938;-1.0150738954544067;2.0074005126953125;-11.474761962890625;-3.477447509765625
1445424227024;26.220977783203125;-110.81031036376953;-0.6935364007949829;2.9096221923828125;-5.1985015869140625;2.720367431640625
1445424227057;28.3978271484375;-110.48159790039062;0.08867894113063812;2.2623748779296875;-8.022811889648438;2.3477020263671875
1445424227090;28.947998046875;-107.00558471679688;0.26716041564941406;-2.601715087890625;-11.082489013671875;1.8573760986328125
1445424227123;29.924530029296875;-105.3709945678711;0.9986566305160522;-1.6014404296875;-10.180282592773438;1.7200775146484375
1445424227156;32.126922607421875;-102.14295959472656;2.127525806427002;0.8502197265625;-9.493820190429688;-0.2020263671875
1445424227189;33.872833251953125;-99.1578369140625;2.472766637802124;0.301055908203125;-10.337188720703125;0.30792236328125
1445424227223;35.42816162109375;-97.91755676269531;2.8798418045043945;0.242218017578125;-10.297958374023438;0.621734619140625
1445424227256;38.120452880859375;-96.17220306396484;3.637917995452881;-0.601165771484375;-9.493820190429688;0.7786407470703125
1445424227288;38.917083740234375;-95.56124877929688;3.8638665676116943;-0.85614013671875;-9.572265625;0.7786407470703125
1445424227324;40.1573486328125;-94.08866119384766;4.2022528648376465;-0.542327880859375;-9.533035278320312;0.5236663818359375
1445424227353;41.58026123046875;-92.29559326171875;4.319924831390381;-0.208892822265625;-9.552658081054688;0.30792236328125
1445424227388;42.47357177734375;-91.33734893798828;4.227545261383057;-0.0716094970703125;-9.631103515625;0.2294769287109375
1445424227420;44.1466064453125;-89.41690063476562;3.772198438644409;0.04608154296875;-9.846847534179688;0.0921783447265625
1445424227453;46.514801025390625;-87.61783599853516;3.1442761421203613;0.28143310546875;-10.19989013671875;-0.3197021484375
1445424227487;47.920196533203125;-86.78583526611328;2.8127870559692383;0.0853118896484375;-10.121444702148438;-0.3197021484375
1445424227519;50.7890625;-85.31138610839844;2.2355434894561768;-1.15032958984375;-9.768402099609375;0.07257080078125
1445424227553;52.14215087890625;-84.66307067871094;2.0559422969818115;-2.7586212158203125;-10.08221435546875;1.0336151123046875
1445424227585;53.82659912109375;-83.55494689941406;2.091615676879883;-2.7978515625;-10.160659790039062;1.072845458984375
1445424227617;55.670654296875;-83.00386810302734;1.9276944398880005;-0.777679443359375;-12.53387451171875;-0.6727447509765625
