sep=;
timestamp;gyro-alpha;gyro-beta;gyro-gamma;accel-x;accel-y;accel-z
1445421185427;84.688720703125;-95.22239685058594;-8.598058700561523;2.3408355712890625;-9.199615478515625;1.1120758056640625
1445421185462;83.77630615234375;-99.21062469482422;-8.634512901306152;1.24249267578125;-8.395462036132812;1.50433349609375
1445421185493;81.0897216796875;-102.60340118408203;-8.61746597290039;1.497467041015625;-7.35595703125;1.3670501708984375
1445421185526;79.20166015625;-104.05363464355469;-8.820297241210938;3.0272979736328125;-5.2573394775390625;2.0731201171875
1445421185559;75.2520751953125;-106.17664337158203;-10.039451599121094;3.2822723388671875;-4.413970947265625;2.269256591796875
1445421185592;72.7347412109375;-106.25247955322266;-11.566487312316895;2.7919464111328125;-4.923919677734375;0.9747772216796875
1445421185626;71.51873779296875;-103.3026351928711;-11.588388442993164;2.125091552734375;-9.297683715820312;-1.3395843505859375
1445421185659;71.83526611328125;-101.21484375;-11.009264945983887;3.1449737548828125;-11.39630126953125;-4.8307647705078125
1445421185692;73.564208984375;-98.75386047363281;-10.319657325744629;3.7725982666015625;-12.690780639648438;-7.94927978515625
1445421185724;73.7010498046875;-98.51988220214844;-10.17731761932373;3.046905517578125;-11.768951416015625;-4.968048095703125
1445421185758;73.20999145507812;-99.04463195800781;-9.50831413269043;3.498016357421875;-9.12115478515625;-4.36004638671875
1445421185791;73.85000610351562;-99.80774688720703;-9.752628326416016;5.322052001953125;-12.29852294921875;-0.2608642578125
1445421185826;75.0079345703125;-99.39691162109375;-9.962789535522461;5.5377960205078125;-12.494644165039062;-1.7906951904296875
1445421185858;79.41778564453125;-98.03759002685547;-9.498287200927734;4.439453125;-8.513153076171875;2.0142822265625
1445421185891;82.5533447265625;-97.15030670166016;-8.609991073608398;3.439178466796875;-7.434417724609375;5.348541259765625
1445421185922;84.05252075195312;-95.33252716064453;-8.229827880859375;2.9488525390625;-10.121444702148438;4.0736846923828125
1445421185955;87.134521484375;-90.46923828125;-7.343296051025391;1.0071258544921875;-12.278900146484375;3.1126251220703125
1445421185988;89.22860717773438;-88.90190887451172;-6.643446922302246;1.5170745849609375;-9.984146118164062;2.70074462890625
1445421186023;93.05255126953125;-86.22710418701172;-5.427948951721191;1.4582366943359375;-8.591598510742188;3.1714630126953125
1445421186054;97.35687255859375;-83.74539184570312;-5.083014965057373;1.6543731689453125;-9.395751953125;2.6811370849609375
1445421186088;100.2630615234375;-82.56259155273438;-5.239615440368652;1.3797760009765625;-10.494094848632812;2.46539306640625
1445421186121;106.29629516601562;-80.6222152709961;-5.694613933563232;0.7521514892578125;-10.494094848632812;2.5438385009765625
1445421186154;112.47842407226562;-79.23789978027344;-6.129408359527588;-0.326568603515625;-10.8275146484375;2.40655517578125
1445421186186;115.50515747070312;-78.9295425415039;-6.423878192901611;-0.01275634765625;-10.631378173828125;1.7397003173828125
1445421186219;121.70677185058594;-78.92503356933594;-7.175512313842773;0.595245361328125;-10.062606811523438;2.0338897705078125
1445421186252;128.6709747314453;-79.4967041015625;-7.97330379486084;0.7913818359375;-9.023101806640625;2.2300262451171875
1445421186286;132.2426300048828;-79.9334487915039;-8.277729988098145;-0.34619140625;-8.82696533203125;2.386932373046875
1445421186319;140.6262664794922;-81.12701416015625;-8.629197120666504;-2.22906494140625;-10.376419067382812;1.56317138671875
1445421186352;145.55120849609375;-82.0403060913086;-8.79463005065918;1.3405609130859375;-11.572830200195312;-0.88848876953125
1445421186384;155.01947021484375;-85.4957504272461;-9.99254035949707;3.75299072265625;-10.31756591796875;-0.6138916015625
1445421186420;163.66513061523438;-90.4137954711914;-12.374619483947754;7.8521728515625;-11.141326904296875;1.131683349609375
1445421186450;167.5142059326172;-92.58263397216797;-13.561888694763184;6.0477447509765625;-11.376693725585938;2.6811370849609375
1445421186484;174.72315979003906;-96.64518737792969;-15.560711860656738;3.8510589599609375;-10.670608520507812;2.1319580078125
1445421186517;182.7021484375;-98.98893737792969;-16.953540802001953;1.497467041015625;-10.08221435546875;0.8374786376953125
1445421186551;185.42498779296875;-99.50211334228516;-18.019515991210938;0.9678955078125;-8.925033569335938;-0.2608642578125
1445421186582;190.5362548828125;-100.83241271972656;-19.927831649780273;1.1444244384765625;-8.748504638671875;-0.88848876953125
1445421186616;195.978515625;-101.8123550415039;-21.28487777709961;1.53668212890625;-8.689666748046875;-1.496490478515625
1445421186653;198.697509765625;-102.18096923828125;-21.905826568603516;1.9681854248046875;-8.415084838867188;-1.6730194091796875
1445421186682;203.65069580078125;-102.57730102539062;-23.071252822875977;2.693878173828125;-8.297409057617188;-1.6337890625
1445421186715;208.4290771484375;-102.36327362060547;-23.831993103027344;2.73309326171875;-8.650436401367188;-1.829925537109375
1445421186747;211.06707763671875;-102.26232147216797;-24.056306838989258;2.3996734619140625;-8.905410766601562;-2.26141357421875
1445421186780;217.15032958984375;-102.57808685302734;-24.14017677307129;2.38006591796875;-9.317291259765625;-3.34014892578125
1445421186814;219.9281005859375;-102.88839721679688;-24.071048736572266;1.791656494140625;-9.45458984375;-4.3796539306640625
1445421186847;223.2259521484375;-102.94524383544922;-24.069055557250977;1.75244140625;-9.081939697265625;-4.1835174560546875
1445421186880;225.35028076171875;-102.80628204345703;-23.740924835205078;3.3411102294921875;-8.081649780273438;-4.1835174560546875
1445421186912;226.43212890625;-102.59921264648438;-23.465164184570312;5.086700439453125;-8.4935302734375;-3.0459442138671875
1445421186946;228.4871826171875;-101.46415710449219;-22.98861312866211;6.224273681640625;-10.572540283203125;-3.34014892578125
1445421186978;231.08062744140625;-99.8245849609375;-22.418561935424805;5.5574188232421875;-10.02337646484375;-1.829925537109375
1445421187015;232.63027954101562;-99.39635467529297;-21.89689826965332;4.380615234375;-7.63055419921875;2.779205322265625
1445421187045;237.71871948242188;-98.21546936035156;-20.664695739746094;3.6745452880859375;-8.905410766601562;2.3673248291015625
1445421187077;240.21832275390625;-96.57279205322266;-20.00180435180664;-0.326568603515625;-11.10211181640625;2.4261627197265625
1445421187110;243.68569946289062;-92.92330932617188;-18.05188751220703;-0.3069610595703125;-11.043258666992188;2.40655517578125
1445421187143;247.7760009765625;-90.25831604003906;-15.326803207397461;1.615142822265625;-10.278350830078125;1.56317138671875
1445421187177;249.9322509765625;-88.95793914794922;-14.153454780578613;2.046630859375;-9.788009643554688;1.641632080078125
1445421187210;254.857421875;-86.47400665283203;-12.52914047241211;1.1444244384765625;-9.984146118164062;1.7200775146484375
1445421187242;259.737060546875;-84.11847686767578;-11.307893753051758;1.41900634765625;-9.886077880859375;1.26898193359375
1445421187276;262.26702880859375;-83.06828308105469;-11.026759147644043;1.164031982421875;-10.08221435546875;0.7001953125
1445421187308;266.55621337890625;-81.5558090209961;-10.943580627441406;0.5756378173828125;-10.435256958007812;0.7198028564453125
1445421187342;270.9964599609375;-80.41824340820312;-10.74184799194336;0.242218017578125;-10.101821899414062;1.3670501708984375
1445421187375;273.2320556640625;-79.81556701660156;-10.682510375976562;1.556304931640625;-9.611495971679688;1.6220245361328125
1445421187407;276.59185791015625;-78.43071746826172;-11.18520450592041;1.8308868408203125;-9.415359497070312;1.7789306640625
1445421187441;278.72283935546875;-76.57134246826172;-12.501090049743652;0.7325439453125;-9.866470336914062;2.58306884765625
1445421187475;279.6941833496094;-75.54380798339844;-13.146931648254395;0.8894500732421875;-11.200164794921875;0.680572509765625
1445421187508;281.40972900390625;-73.988037109375;-13.90687370300293;1.438629150390625;-11.435531616210938;0.13140869140625
1445421187540;284.1249694824219;-73.62804412841797;-14.8046293258667;1.5955352783203125;-11.141326904296875;-0.3197021484375
1445421187572;285.35809326171875;-73.82925415039062;-15.12488079071045;1.3405609130859375;-11.298233032226562;-1.2219085693359375
1445421187605;286.4513854980469;-74.58956146240234;-15.189196586608887;-1.4837646484375;-13.455703735351562;-0.94732666015625
1445421187638;286.08251953125;-75.57355499267578;-14.69804859161377;-0.6992340087890625;-13.514541625976562;-1.1042327880859375
1445421187672;284.5899353027344;-79.60345458984375;-13.337082862854004;0.7717742919921875;-12.671173095703125;-0.9865570068359375
1445421187705;283.84954833984375;-86.81230163574219;-12.625655174255371;4.753265380859375;-13.475311279296875;1.6612396240234375
1445421187737;283.9591979980469;-90.7203369140625;-12.641814231872559;5.3416748046875;-12.828079223632812;3.3675994873046875
1445421187770;285.50042724609375;-96.54989624023438;-12.325397491455078;2.8311614990234375;-11.200164794921875;2.092742919921875
1445421187804;285.83331298828125;-98.87384796142578;-12.03857421875;1.3797760009765625;-11.298233032226562;1.249359130859375
1445421187836;286.07958984375;-102.98941802978516;-11.281536102294922;0.9090576171875;-10.101821899414062;1.3670501708984375
1445421187870;284.56536865234375;-106.34783935546875;-10.542523384094238;0.3991241455078125;-8.160110473632812;1.9162139892578125
1445421187902;280.4002380371094;-109.765869140625;-10.748908042907715;1.7132110595703125;-6.747955322265625;1.759307861328125
1445421187935;278.1784362792969;-110.96272277832031;-11.299079895019531;2.7723236083984375;-5.6496124267578125;2.2888641357421875
1445421187968;274.34930419921875;-111.67708587646484;-12.543404579162598;3.1253662109375;-5.0219879150390625;1.759307861328125
1445421188002;273.3056945800781;-111.2890396118164;-12.875203132629395;3.2430419921875;-6.414520263671875;0.30792236328125
1445421188034;272.7326965332031;-108.59574890136719;-12.870362281799316;3.2822723388671875;-9.12115478515625;-1.947601318359375
1445421188068;273.6563720703125;-104.89976501464844;-12.137215614318848;2.0074005126953125;-15.417037963867188;-10.0086669921875
1445421188103;273.32470703125;-104.03905487060547;-12.15306282043457;1.732818603515625;-12.043548583984375;-5.8898773193359375
1445421188133;270.0766906738281;-104.40370178222656;-12.451692581176758;1.438629150390625;-8.807342529296875;-3.45782470703125
1445421188167;269.8950500488281;-105.12864685058594;-12.538750648498535;4.812103271484375;-10.513702392578125;0.759033203125
1445421188199;271.6650695800781;-104.88064575195312;-12.714105606079102;5.8123931884765625;-11.592437744140625;0.30792236328125
1445421188233;276.1111145019531;-103.4859390258789;-12.3427095413208;4.517913818359375;-9.533035278320312;0.36676025390625
1445421188265;280.7741394042969;-102.57196807861328;-11.013931274414062;3.498016357421875;-7.57171630859375;3.5441131591796875
1445421188299;282.6409912109375;-100.93758392333984;-10.454906463623047;3.2430419921875;-8.88580322265625;3.0341796875
